head,relation,tail,mode
n12705013,_hyponym,n12705978,train
n04367011,_part_of,n03928116,train
n03209910,_derivationally_related_form,n03706653,train
n04295881,_hyponym,n03379204,train
n04315948,_has_part,n02705944,train
n02059162,_hypernym,n02057731,train
n02274822,_hyponym,n02276902,train
n07682624,_hypernym,n07679356,train
n02290664,_hypernym,n02288789,train
n03415252,_hypernym,n04507155,train
n02541687,_hyponym,n02542017,train
n04079244,_hyponym,n04073948,train
n07757602,_hypernym,n07757312,train
n04970916,_hypernym,n04959672,train
n10022908,_hypernym,n10376523,train
n12373100,_has_part,n07762244,train
n03689157,_hypernym,n04417180,train
n03175189,_hypernym,n03309808,train
n11545714,_hyponym,n12952165,train
n02049532,_hypernym,n02021795,train
n10585077,_hypernym,n00007846,train
n03082979,_member_of_domain_topic,n03314608,train
n03502509,_hyponym,n03531281,train
n03705379,_hypernym,n03183080,train
n12205694,_hyponym,n12028424,train
n07582441,_hyponym,n07824988,train
n02622955,_hypernym,n02554730,train
n02536456,_hypernym,n02534734,train
n03791235,_has_part,n02891188,train
n02180233,_hypernym,n02164464,train
n12765115,_hypernym,n13104059,train
n13193642,_hyponym,n13194036,train
n02044178,_hypernym,n02040505,train
n12869478,_hypernym,n13118707,train
n13032115,_hyponym,n13032381,train
n07679356,_hypernym,n07566863,train
n02554730,_hyponym,n02581957,train
n11552386,_hyponym,n11665372,train
n01318478,_hypernym,n00015388,train
n03469493,_part_of,n03467984,train
n03719343,_hypernym,n04190052,train
n02973236,_hypernym,n04574999,train
n13104059,_hyponym,n12735160,train
n10317500,_hypernym,n10249459,train
n02264363,_hyponym,n02264885,train
n02402425,_hyponym,n02403454,train
n10340312,_hyponym,n10732010,train
n04603872,_hypernym,n02728440,train
n03654576,_hypernym,n03050026,train
n12281241,_hyponym,n12283542,train
n07763629,_part_of,n12371439,train
n10435988,_synset_domain_topic_of,n00475787,train
n01746359,_hypernym,n01745125,train
n10084295,_hypernym,n09619168,train
n00007846,_hyponym,n10752480,train
n01500091,_hyponym,n01500854,train
n12665048,_hyponym,n12666369,train
n02050004,_hypernym,n02049532,train
n13104059,_hyponym,n12699301,train
n02740764,_hyponym,n02770078,train
n11669921,_hyponym,n11915214,train
n04474466,_hyponym,n04248851,train
n04060904,_hyponym,n04476259,train
n01605630,_hyponym,n01606177,train
n03852688,_has_part,n03838298,train
n12015959,_hypernym,n11672400,train
n03510583,_hyponym,n03439814,train
n04387706,_hypernym,n04451818,train
n02758960,_hypernym,n04531098,train
n02918595,_part_of,n04490091,train
n01641739,_hypernym,n01640846,train
n03374473,_hypernym,n04411264,train
n12110778,_hypernym,n12102133,train
n04226537,_hypernym,n04361095,train
n03048883,_hypernym,n03033362,train
n10126177,_hypernym,n10284064,train
n03574816,_hyponym,n02708711,train
n01979526,_hypernym,n01978930,train
n13118707,_hyponym,n12602262,train
n04973386,_hyponym,n04973669,train
n02755352,_hyponym,n03664943,train
n07689003,_hyponym,n07688412,train
n02087122,_hyponym,n02098550,train
n03038281,_part_of,n02774152,train
n02714535,_part_of,n04328329,train
n02399000,_hyponym,n02439033,train
n03943115,_hypernym,n03430551,train
n10688356,_hypernym,n10438172,train
n02705944,_part_of,n04043733,train
n02550460,_hypernym,n02528163,train
n02212062,_hyponym,n02216740,train
n00007846,_hyponym,n09610405,train
n12582231,_hypernym,n13104059,train
n11991263,_hyponym,n11991549,train
n02571167,_hypernym,n02570838,train
n02406174,_hyponym,n02406749,train
n13108841,_hyponym,n11618861,train
n09964411,_hypernym,n00007846,train
n12863624,_hypernym,n12205694,train
n02283951,_hyponym,n02285179,train
n01389507,_hyponym,n01421807,train
n10117739,_hypernym,n00007846,train
n01629276,_hyponym,n01632047,train
n03532342,_hyponym,n03436990,train
n01543936,_hypernym,n01542786,train
n12205694,_hyponym,n12906498,train
n03997484,_hyponym,n03481521,train
n02480855,_hypernym,n02480153,train
n12643473,_hypernym,n12641413,train
n03540595,_has_part,n03043274,train
n04361095,_hyponym,n04226537,train
n02828884,_hypernym,n04161981,train
n12593341,_hypernym,n13135832,train
n01983048,_hypernym,n01982650,train
n01519873,_hypernym,n01517565,train
n02954340,_hyponym,n04232153,train
n02441326,_hyponym,n02442845,train
n12734215,_hypernym,n12733647,train
n10499857,_hypernym,n10083823,train
n12401335,_hypernym,n13104059,train
n03269401,_hyponym,n03407369,train
n00467719,_hyponym,n00467995,train
n01909422,_hypernym,n01905661,train
n07736087,_part_of,n11877860,train
n03196598,_hypernym,n03211117,train
n02068206,_hypernym,n02066707,train
n01503061,_hypernym,n01471682,train
n02431122,_hyponym,n02431337,train
n07747951,_part_of,n12709901,train
n02517442,_hyponym,n02519148,train
n12161056,_hypernym,n12160490,train
n03183080,_hyponym,n03744840,train
n04502670,_hypernym,n03691459,train
n12024445,_has_part,n07733217,train
n02329401,_hyponym,n02338145,train
n13111174,_hyponym,n12331066,train
n11748002,_hyponym,n12560282,train
n04236001,_hypernym,n03895866,train
n02285548,_hyponym,n02286425,train
n02355477,_hypernym,n02355227,train
n07800091,_hyponym,n07805731,train
n13108841,_hyponym,n11643835,train
n02862048,_has_part,n03623338,train
n07609840,_hyponym,n07612632,train
n00007846,_hyponym,n10417682,train
n04332243,_hypernym,n03339643,train
n02219486,_hyponym,n02220225,train
n12690653,_hypernym,n13104059,train
n03122748,_hyponym,n03376279,train
n03183080,_hyponym,n03074855,train
n13100677,_hyponym,n11801392,train
n02305407,_hypernym,n02283201,train
n03790512,_has_part,n03616763,train
n02169974,_hypernym,n02169497,train
n02328942,_hypernym,n02328429,train
n02346627,_hypernym,n02329401,train
n10419047,_hyponym,n10621514,train
n02460009,_hypernym,n02453611,train
n12205694,_hyponym,n12344283,train
n07886849,_hyponym,n07887634,train
n07813495,_hypernym,n07809368,train
n10737103,_hypernym,n09765278,train
n03574816,_hyponym,n03575958,train
n02145424,_hypernym,n02141306,train
n02756098,_hyponym,n02726017,train
n11693981,_has_part,n07760859,train
n12387633,_hyponym,n12387839,train
n04412416,_hypernym,n04411264,train
n11720643,_hypernym,n11720353,train
n07886572,_hyponym,n07886849,train
n04018667,_hypernym,n04446276,train
n03492250,_hypernym,n04071102,train
n12759273,_hypernym,n13110915,train
n11944196,_hyponym,n11998888,train
n03932670,_hyponym,n03897943,train
n02014237,_hypernym,n02000954,train
n12714949,_hypernym,n12714755,train
n07597365,_hyponym,n07601809,train
n01726692,_hyponym,n01727646,train
n07811416,_hyponym,n07817599,train
n07713895,_hypernym,n07713395,train
n02562315,_hyponym,n02564403,train
n01789386,_hyponym,n02153203,train
n04192858,_hyponym,n03959701,train
n10620758,_hypernym,n10619642,train
n03418242,_hyponym,n03649909,train
n09619168,_hypernym,n00007846,train
n12316444,_hyponym,n12316572,train
n12205694,_hyponym,n12022382,train
n13108841,_hyponym,n11654438,train
n02991302,_part_of,n02992032,train
n12141495,_hypernym,n12102133,train
n02406432,_hypernym,n02406174,train
n02965783,_part_of,n02958343,train
n09979321,_hyponym,n10396106,train
n04194289,_hypernym,n04530566,train
n02679142,_hypernym,n02938886,train
n13879320,_hypernym,n13866144,train
n03953416,_hyponym,n04374735,train
n04283378,_part_of,n02836035,train
n11875938,_hypernym,n11875691,train
n02950482,_derivationally_related_form,n09811852,train
n01579028,_hypernym,n01578575,train
n04538552,_has_part,n03594277,train
n04004210,_hypernym,n03084420,train
n04459122,_hypernym,n02958343,train
n10155222,_hypernym,n10481268,train
n03058107,_hyponym,n03284482,train
n02395694,_hypernym,n01321854,train
n02410509,_hypernym,n02401031,train
n12556656,_hyponym,n12557681,train
n01889074,_hyponym,n01894207,train
n03617095,_hypernym,n03404449,train
n07812184,_hyponym,n07814203,train
n12532564,_hypernym,n13136316,train
n10628644,_hyponym,n09987239,train
n03903868,_hypernym,n04360501,train
n05447757,_hypernym,n00006484,train
n01955933,_hyponym,n01965889,train
n12205694,_hyponym,n11885856,train
n02084732,_hypernym,n02084071,train
n02493509,_hypernym,n02489589,train
n07695965,_hypernym,n07712382,train
n03684740,_hypernym,n03592245,train
n03699975,_hypernym,n03183080,train
n04969242,_hypernym,n04968895,train
n10055730,_hypernym,n00007846,train
n10657556,_hypernym,n10657835,train
n04043733,_part_of,n04041544,train
n04445327,_hypernym,n03323703,train
n07567707,_hyponym,n07568095,train
n04322026,_part_of,n03467984,train
n07930554,_hypernym,n07911371,train
n02601344,_hyponym,n02601921,train
n03800933,_hyponym,n04338517,train
n10435988,_hypernym,n10709529,train
n03542860,_hypernym,n02821627,train
n02389346,_hyponym,n02390015,train
n00007846,_hyponym,n10703336,train
n12641413,_hyponym,n12642964,train
n04197391,_hyponym,n03595614,train
n02268148,_hypernym,n02159955,train
n09971839,_hypernym,n09821831,train
n07746334,_part_of,n12694486,train
n04226537,_part_of,n02913152,train
n03997484,_hypernym,n04451818,train
n09830400,_derivationally_related_form,n02767956,train
n03996145,_hypernym,n03997484,train
n03103128,_has_part,n04021798,train
n03384891,_hyponym,n03201776,train
n03176763,_hypernym,n03748162,train
n12041446,_hyponym,n12060546,train
n12992868,_hyponym,n12974987,train
n12775919,_hypernym,n13104059,train
n02124623,_hyponym,n02127052,train
n02274024,_hypernym,n02159955,train
n03542860,_part_of,n03542333,train
n04530566,_hyponym,n03351262,train
n12801072,_hypernym,n12800586,train
n01852142,_hypernym,n01846331,train
n03328201,_hypernym,n03391770,train
n04489008,_hyponym,n03600285,train
n04073948,_hyponym,n03781244,train
n13104059,_hyponym,n12265394,train
n03146342,_hypernym,n02740764,train
n03278248,_hyponym,n04043411,train
n10734963,_hypernym,n10036929,train
n12651821,_hyponym,n12628986,train
n09896401,_hypernym,n10599806,train
n12628986,_hypernym,n12651821,train
n01964049,_hypernym,n01963571,train
n02802721,_hyponym,n02802215,train
n11907689,_hypernym,n13118707,train
n04608567,_hyponym,n03722007,train
n10439851,_hypernym,n09613191,train
n03206718,_hyponym,n03724870,train
n02670186,_hypernym,n04519153,train
n12334293,_hyponym,n12316444,train
n03724870,_hypernym,n03122748,train
n02596252,_hypernym,n02594250,train
n01472303,_member_meronym,n01472502,train
n02167820,_hypernym,n02167151,train
n11862835,_hypernym,n11672400,train
n10279018,_hypernym,n09974648,train
n13061704,_hypernym,n13060190,train
n03239726,_hyponym,n02875436,train
n02985137,_hyponym,n03617594,train
n03385557,_hyponym,n04066476,train
n01729977,_hypernym,n01727646,train
n02778669,_hypernym,n03414162,train
n03228016,_hyponym,n03838899,train
n07766173,_hypernym,n07705931,train
n01610955,_hyponym,n01612122,train
n03578055,_has_part,n04292572,train
n04459610,_hyponym,n04414476,train
n03612965,_hypernym,n03915437,train
n03092656,_hypernym,n04147495,train
n03623338,_hypernym,n02740764,train
n03287733,_hyponym,n02761557,train
n02045369,_hyponym,n02046759,train
n04588739,_hyponym,n03187268,train
n07570720,_hyponym,n07651025,train
n12205694,_hyponym,n12875861,train
n00004475,_hyponym,n00007846,train
n01558594,_hypernym,n01557185,train
n02921884,_hyponym,n04076713,train
n01861778,_hyponym,n01886756,train
n12794135,_hypernym,n12793015,train
n03882611,_part_of,n04371979,train
n12764202,_hypernym,n12762896,train
n03410740,_hypernym,n04081844,train
n02046759,_hypernym,n02045369,train
n12166793,_hypernym,n12166424,train
n12425281,_hyponym,n12472024,train
n03997484,_hyponym,n03250588,train
n07818029,_hypernym,n07809368,train
n02586543,_hypernym,n02512938,train
n02715229,_part_of,n04060647,train
n02453611,_hyponym,n02460009,train
n01907738,_hypernym,n01906749,train
n01639765,_hyponym,n01654863,train
n07735510,_part_of,n12158443,train
n04404412,_hyponym,n03072201,train
n03183080,_hyponym,n04359589,train
n11608250,_hyponym,n11612018,train
n07737081,_hyponym,n07774842,train
n13108662,_hypernym,n13104059,train
n13024012,_hyponym,n12983961,train
n10154601,_hypernym,n09632274,train
n04043733,_hyponym,n03144156,train
n02958343,_hyponym,n02701002,train
n07820814,_hyponym,n07821107,train
n02727825,_hyponym,n03087643,train
n03122748,_hyponym,n04605726,train
n00471613,_hypernym,n00471437,train
n03601638,_hypernym,n03954731,train
n03042697,_hypernym,n03391770,train
n03346135,_hyponym,n03347472,train
n12946849,_hyponym,n12948053,train
n02963821,_has_part,n03521076,train
n10709529,_hyponym,n10717055,train
n02918595,_part_of,n02958343,train
n04422875,_part_of,n03103128,train
n02179012,_hypernym,n02164464,train
n02202287,_hypernym,n02188699,train
n04451818,_hyponym,n02668393,train
n01885158,_hypernym,n01883513,train
n03484576,_hypernym,n04181228,train
n03636248,_hyponym,n02948072,train
n00007846,_hyponym,n09970088,train
n01592084,_hypernym,n01591697,train
n02053425,_hypernym,n02053083,train
n02220518,_hypernym,n02219486,train
n07856270,_hyponym,n07672914,train
n12205694,_hyponym,n12854048,train
n03183080,_hyponym,n04450749,train
n12041446,_hyponym,n12077944,train
n12024176,_hypernym,n12205694,train
n10205457,_hyponym,n10092488,train
n02909870,_part_of,n04563204,train
n02701002,_hypernym,n02958343,train
n03623556,_has_part,n02848216,train
n03513376,_has_part,n04538878,train
n04402580,_part_of,n04401088,train
n10500942,_hypernym,n10299250,train
n03323703,_hyponym,n02982599,train
n01887896,_hyponym,n02403920,train
n04302988,_hypernym,n02958343,train
n02430045,_hyponym,n02431785,train
n10470779,_hyponym,n09807075,train
n03764276,_hyponym,n04487724,train
n09834378,_synset_domain_topic_of,n00468480,train
n04498523,_has_part,n02848523,train
n10276045,_hypernym,n10241300,train
n02190166,_hyponym,n02191773,train
n01942177,_hyponym,n01950731,train
n03707597,_hyponym,n04393095,train
n02145424,_hyponym,n02148512,train
n03091374,_hyponym,n02768433,train
n09302616,_hypernym,n09366317,train
n03446832,_hypernym,n04285146,train
n04072193,_hypernym,n03096960,train
n03614007,_part_of,n03082979,train
n02238235,_hypernym,n02237581,train
n09606527,_hyponym,n09781650,train
n04307419,_hypernym,n02886599,train
n09815790,_hyponym,n10531109,train
n02872752,_has_part,n04290259,train
n04347754,_has_part,n03091907,train
n04018155,_hypernym,n03078287,train
n01942177,_hyponym,n01944390,train
n01321579,_hypernym,n00015388,train
n12205694,_hyponym,n12564613,train
n03430959,_hyponym,n04091097,train
n04576211,_hyponym,n03791053,train
n07718472,_part_of,n12165384,train
n02386310,_hypernym,n02374451,train
n07763483,_hypernym,n07705931,train
n03454211,_hypernym,n04451818,train
n02133704,_hypernym,n02131653,train
n02331309,_hyponym,n02350105,train
n02355227,_hyponym,n02362194,train
n03441345,_part_of,n02958343,train
n12857204,_hypernym,n12205694,train
n04052757,_hyponym,n03706415,train
n02959942,_hypernym,n04576211,train
n10173410,_hypernym,n10787470,train
n03154073,_hypernym,n03154446,train
n09780828,_hypernym,n10582746,train
n11608250,_hyponym,n11616662,train
n03353281,_synset_domain_topic_of,n03405725,train
n04471315,_hypernym,n03269401,train
n07883251,_hypernym,n07881800,train
n12335483,_hypernym,n12334891,train
n04088797,_part_of,n08494231,train
n02283201,_hyponym,n02300173,train
n02792552,_hyponym,n03981566,train
n07859583,_hyponym,n07860208,train
n08256735,_member_meronym,n10097842,train
n07810907,_hyponym,n07829412,train
n02243562,_hyponym,n02243878,train
n09711132,_hypernym,n09710164,train
n03765561,_hypernym,n03701640,train
n11709205,_hypernym,n11708658,train
n10402824,_hyponym,n10266848,train
n12160490,_hypernym,n12158798,train
n04490091,_hypernym,n03791235,train
n13104059,_hyponym,n12373739,train
n07747055,_hyponym,n07747951,train
n02564720,_hypernym,n02562315,train
n12736603,_hypernym,n13104059,train
n07573696,_has_part,n07557434,train
n07826453,_hypernym,n07809368,train
n07742704,_hyponym,n07745197,train
n04341686,_hyponym,n03365991,train
n03309465,_part_of,n03667829,train
n11971783,_hypernym,n11669921,train
n10034201,_hyponym,n10769321,train
n12687957,_hypernym,n12685431,train
n04038440,_has_part,n04280970,train
n13118707,_hyponym,n12001294,train
n04437953,_hyponym,n04555897,train
n03614007,_hyponym,n03928814,train
n12887293,_hypernym,n11672400,train
n01791625,_hypernym,n01789740,train
n12370174,_has_part,n07766530,train
n12201580,_hypernym,n13109733,train
n09820263,_hyponym,n10671042,train
n03691459,_hyponym,n02917377,train
n02021795,_hyponym,n02049532,train
n12690653,_hyponym,n12692714,train
n02339922,_hypernym,n02338901,train
n02863750,_hypernym,n04531098,train
n12126360,_hypernym,n12141495,train
n00439826,_hypernym,n00523513,train
n02795169,_has_part,n04390977,train
n11915214,_hyponym,n12030654,train
n02430045,_hyponym,n02433925,train
n07942152,_member_meronym,n00007846,train
n02580336,_hypernym,n02576223,train
n01614038,_hypernym,n01613294,train
n03953416,_hyponym,n04210390,train
n12997654,_hyponym,n12998815,train
n00007846,_hyponym,n10044682,train
n11951052,_hypernym,n11950345,train
n04422875,_hypernym,n04072193,train
n03429288,_hyponym,n03424862,train
n13138308,_hypernym,n13134947,train
n07902121,_hypernym,n07884567,train
n01976146,_hyponym,n01976957,train
n09841515,_synset_domain_topic_of,n00471613,train
n03038281,_part_of,n02887970,train
n10612373,_hypernym,n10482921,train
n02973236,_has_part,n04283378,train
n02863750,_part_of,n04309049,train
n07686873,_hypernym,n07679356,train
n03553248,_hypernym,n02866578,train
n03031756,_hypernym,n04295081,train
n10054657,_hyponym,n10298647,train
n02808440,_hypernym,n04531098,train
n03396654,_hypernym,n03054901,train
